caseid,weight,vote2020,biden_winner,pres_vote,birthyr,age,age9,gender,marstat,employ,faminc_new,pid3,pid7,presvote16post,inputzip,inputstate,educ7,hispanic,ethnicity,votereg,wave
140453905,0.860011732901182,I am sure I voted,Definitely the rightful winner,Joe Biden,1954,66,65 - 74,Female,Never married,Unemployed,"Less than $10,000",Democrat,Strong Democrat,Did not vote for President,35020,Alabama,Bachelor's degree,No,White,Yes,14
6282718,0.381838593086265,I am sure I voted,Definitely the rightful winner,Joe Biden,1976,44,35 - 44,Male,Never married,Full-time,"$200,000 - $249,999",Democrat,Not very strong Democrat,Gary Johnson,7002,New Jersey,Bachelor's degree,No,White,Yes,14
214999486,0.58656071137915,I am sure I voted,Probably the rightful winner,Donald Trump,1989,31,25 - 34,Male,Married,Full-time,"$100,000 - $119,999",Independent,Lean Republican,Jill Stein,4064,Maine,Some college,No,White,Yes,14
212449747,0.271314648339863,I am sure I voted,Definitely the rightful winner,Joe Biden,1953,67,65 - 74,Male,Divorced,Retired,"$20,000 - $29,999",Independent,Independent,Gary Johnson,91601,California,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,Yes,14
173875156,1.06325105619731,I am sure I voted,Definitely the rightful winner,Joe Biden,1991,29,25 - 34,Female,Never married,Part-time,Prefer not to say,Independent,Independent,Did not vote for President,20740,Maryland,Some college,No,Black or African American,Yes,14
151594171,0.809594652526482,"I thought about voting this time, but didn't",Probably not the rightful winner,NA,1962,58,55 - 64,Female,Divorced,Part-time,"$10,000 - $19,999",Independent,Independent,Did not vote for President,53214,Wisconsin,High school diploma or the equivalent (GED),No,White,No,14
190777639,1.08615668350667,I am sure I voted,Definitely the rightful winner,Joe Biden,1945,75,75 - 84,Female,Divorced,Retired,"$30,000 - $39,999",Democrat,Strong Democrat,Hillary Clinton,29484,South Carolina,High school diploma or the equivalent (GED),No,Black or African American,Yes,14
157890343,0.923295322564372,I am sure I voted,Definitely the rightful winner,Joe Biden,1967,53,45 - 54,Female,Married,Full-time,"$250,000 - $349,999",Democrat,Strong Democrat,Hillary Clinton,44405,Ohio,Bachelor's degree,No,White,Yes,14
313652836,0.861227680635506,I did not vote in the election this November,Definitely the rightful winner,NA,1995,25,25 - 34,Male,Never married,Part-time,"$10,000 - $19,999",Democrat,Strong Democrat,Did not vote for President,6360,Connecticut,Some college,No,White,Yes,14
125192080,1.16031554954734,I am sure I voted,Probably not the rightful winner,Donald Trump,1934,86,85 or older,Male,Married,Retired,"$40,000 - $49,999",Republican,Strong Republican,Donald Trump,97219,Oregon,Some college,No,White,Yes,14
204759724,1.31823906475497,I am sure I voted,Definitely not the rightful winner,Donald Trump,1974,46,45 - 54,Male,Married,Full-time,"$40,000 - $49,999",Republican,Strong Republican,Donald Trump,33615,Florida,Some college,No,White,Yes,14
214007002,0.48466521733043,I am sure I voted,Probably not the rightful winner,Donald Trump,1987,33,25 - 34,Male,Married,Full-time,"$70,000 - $79,999",Independent,Independent,Other,35747,Alabama,Master's degree,No,White,Yes,14
222833899,1.0697505604406,I am sure I voted,Probably the rightful winner,Donald Trump,1963,57,55 - 64,Male,Married,Full-time,"$80,000 - $99,999",Independent,Independent,Did not vote for President,77356,Texas,Professional or doctorate degree,Yes,White,Yes,14
330498268,0.754730697415489,I am sure I voted,Definitely the rightful winner,Joe Biden,1999,21,18 - 24,Male,Never married,Part-time,Prefer not to say,Democrat,Not very strong Democrat,Did not vote for President,53038,Wisconsin,Some college,No,White,Yes,14
385512178,0.912880857646108,I am sure I voted,Definitely the rightful winner,Joe Biden,1959,61,55 - 64,Male,Never married,Full-time,"$70,000 - $79,999",Democrat,Strong Democrat,Hillary Clinton,92867,California,Some college,Yes,White,Yes,14
52479355,0.844049187454726,I did not vote in the election this November,Probably the rightful winner,NA,1945,75,75 - 84,Female,Divorced,Retired,"$10,000 - $19,999",Republican,Strong Republican,Did not vote for President,29605,South Carolina,High school diploma or the equivalent (GED),No,White,No,14
201369919,0.957628126565533,I am sure I voted,Definitely the rightful winner,Joe Biden,1982,38,35 - 44,Female,Never married,Full-time,"$40,000 - $49,999",Republican,Not very strong Republican,Hillary Clinton,19020,Pennsylvania,Bachelor's degree,No,White,Yes,14
140701954,0.936000815504396,I did not vote in the election this November,Definitely not the rightful winner,NA,1963,57,55 - 64,Female,Married,Homemaker,"$20,000 - $29,999",Independent,Lean Republican,Donald Trump,35179,Alabama,High school diploma or the equivalent (GED),No,White,Yes,14
67223884,0.721247944480527,I am sure I voted,Definitely the rightful winner,Joe Biden,1991,29,25 - 34,Female,Married,Full-time,"$60,000 - $69,999",Independent,Lean Democrat,Hillary Clinton,11726,New York,Bachelor's degree,No,Hispanic/Latino/Chicano/a,Yes,14
134077609,1.11421276857645,I am sure I voted,Probably not the rightful winner,Donald Trump,1991,29,25 - 34,Female,Divorced,Full-time,"$70,000 - $79,999",Republican,Not very strong Republican,Did not vote for President,34212,Florida,High school diploma or the equivalent (GED),Yes,Multi-racial,Yes,14
207256117,0.811029831034799,I am sure I voted,Definitely not the rightful winner,Donald Trump,1963,57,55 - 64,Male,Married,Retired,"$120,000 - $149,999",Republican,Not very strong Republican,Donald Trump,34472,Florida,Bachelor's degree,No,Hispanic/Latino/Chicano/a,Yes,14
196332106,0.982402727540766,I am sure I voted,Definitely not the rightful winner,Donald Trump,1997,23,18 - 24,Male,Never married,Student,"$80,000 - $99,999",Republican,Not very strong Republican,Donald Trump,92562,California,Some college,No,Asian/Pacific Islander,Yes,14
158951494,0.899288343970425,I am sure I voted,Definitely the rightful winner,Joe Biden,1953,67,65 - 74,Female,Married,Retired,Prefer not to say,Democrat,Strong Democrat,Hillary Clinton,17603,Pennsylvania,Professional or doctorate degree,No,White,Yes,14
313964728,0.584718242165922,I am sure I voted,Definitely the rightful winner,Joe Biden,1956,64,55 - 64,Male,Divorced,Unemployed,"$20,000 - $29,999",Democrat,Strong Democrat,Hillary Clinton,91702,California,Some college,Yes,Hispanic/Latino/Chicano/a,Yes,14
179671468,1.22004866799667,I am sure I voted,Definitely not the rightful winner,Donald Trump,1980,40,35 - 44,Male,Married,Full-time,"Less than $10,000",Independent,Independent,Donald Trump,61919,Illinois,Bachelor's degree,Yes,Hispanic/Latino/Chicano/a,Yes,14
176235847,0.745964078751767,I am sure I voted,Definitely the rightful winner,Joe Biden,1964,56,55 - 64,Male,Married,Other,"$30,000 - $39,999",Independent,Lean Democrat,Hillary Clinton,85017,Arizona,Master's degree,No,White,Yes,14
162283912,0.815341740751855,I am sure I voted,Definitely the rightful winner,Joe Biden,1964,56,55 - 64,Male,Never married,Other,"$30,000 - $39,999",Democrat,Not very strong Democrat,Hillary Clinton,10451,New York,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,Yes,14
212333626,0.750389437699369,I did not vote in the election this November,Definitely the rightful winner,NA,2002,18,18 - 24,Female,Never married,Part-time,"$350,000 - $499,999",Democrat,Not very strong Democrat,Did not vote for President,1810,Massachusetts,Associate's degree,No,White,No,14
221151934,0.863655395388868,I did not vote in the election this November,Definitely the rightful winner,NA,1983,37,35 - 44,Female,Divorced,Full-time,"$20,000 - $29,999",Democrat,Strong Democrat,Did not vote for President,33067,Florida,High school diploma or the equivalent (GED),No,Black or African American,Don't know,14
164377795,0.948132831089056,I am sure I voted,Definitely the rightful winner,Joe Biden,1967,53,45 - 54,Female,Married,Retired,"$60,000 - $69,999",Democrat,Strong Democrat,Hillary Clinton,31087,Georgia,Professional or doctorate degree,No,Black or African American,Yes,14
146613511,1.3316040797953,I am sure I voted,Probably not the rightful winner,Donald Trump,1965,55,55 - 64,Female,Married,Retired,"$100,000 - $119,999",Not sure,Independent,Donald Trump,34476,Florida,Master's degree,No,Black or African American,Yes,14
163118254,1.08440614462271,I am sure I voted,Definitely the rightful winner,Joe Biden,1983,37,35 - 44,Male,Divorced,Other,"$20,000 - $29,999",Democrat,Strong Democrat,Hillary Clinton,24401,Virginia,Bachelor's degree,No,Other,Yes,14
33383695,0.879247933161567,I did not vote in the election this November,Definitely the rightful winner,NA,1942,78,75 - 84,Male,Married,Retired,"$70,000 - $79,999",Democrat,Not very strong Democrat,Hillary Clinton,74055,Oklahoma,High school diploma or the equivalent (GED),No,White,Yes,14
133707547,0.383742655442107,I am sure I voted,Probably the rightful winner,Donald Trump,1938,82,75 - 84,Male,Married,Retired,Prefer not to say,Republican,Strong Republican,Other,94534,California,High school diploma or the equivalent (GED),No,White,Yes,14
150572671,1.17328061637993,I am sure I voted,Definitely not the rightful winner,Donald Trump,1970,50,45 - 54,Male,Never married,Unemployed,"$30,000 - $39,999",Republican,Strong Republican,Donald Trump,16028,Pennsylvania,High school diploma or the equivalent (GED),No,White,Yes,14
459952540,0.754730697415489,I am sure I voted,Definitely the rightful winner,Joe Biden,2000,20,18 - 24,Male,Never married,Student,Prefer not to say,Democrat,Strong Democrat,Did not vote for President,2474,Massachusetts,Some college,No,White,Yes,14
302871346,0.595603862111405,I am sure I voted,Definitely the rightful winner,Someone else,1955,65,65 - 74,Male,Married,Retired,"$70,000 - $79,999",Independent,Independent,Donald Trump,85378,Arizona,Some college,No,Hispanic/Latino/Chicano/a,Yes,14
131217640,1.29375791667302,I am sure I voted,Definitely not the rightful winner,Donald Trump,1975,45,45 - 54,Female,Never married,Homemaker,"$30,000 - $39,999",Republican,Strong Republican,Did not vote for President,30120,Georgia,Bachelor's degree,No,White,Yes,14
33904660,1.13834541911619,I am sure I voted,Probably not the rightful winner,Donald Trump,1945,75,75 - 84,Female,Married,Retired,"$50,000 - $59,999",Republican,Strong Republican,Donald Trump,63546,Missouri,High school diploma or the equivalent (GED),No,White,Yes,14
350575612,0.861227680635506,I did not vote in the election this November,Definitely the rightful winner,NA,1998,22,18 - 24,Male,Never married,Part-time,"$60,000 - $69,999",Independent,Lean Democrat,Did not vote for President,19512,Pennsylvania,Some college,No,White,No,14
168123238,0.949029367487362,I did not vote in the election this November,Definitely the rightful winner,NA,1948,72,65 - 74,Female,Divorced,Retired,"$10,000 - $19,999",Democrat,Strong Democrat,Did not vote for President,44143,Ohio,Some college,No,Black or African American,No,14
185516905,0.964792052714806,I am sure I voted,Definitely the rightful winner,Joe Biden,1951,69,65 - 74,Female,Divorced,Retired,"$20,000 - $29,999",Democrat,Strong Democrat,Hillary Clinton,90250,California,High school diploma or the equivalent (GED),No,Black or African American,Yes,14
6495151,1.14830918751889,I am sure I voted,Definitely not the rightful winner,Donald Trump,1971,49,45 - 54,Male,Married,Full-time,"$80,000 - $99,999",Independent,Lean Republican,Donald Trump,46952,Indiana,Bachelor's degree,No,White,Yes,14
36661837,0.749905535512798,I did not vote in the election this November,Probably not the rightful winner,NA,1960,60,55 - 64,Female,Divorced,Permanently disabled,"$10,000 - $19,999",Republican,Not very strong Republican,Did not vote for President,82401,Wyoming,High school diploma or the equivalent (GED),No,White,Yes,14
6083242,0.99988643463581800,I am sure I voted,Definitely the rightful winner,Joe Biden,1950,70,65 - 74,Female,Married,Retired,"$70,000 - $79,999",Democrat,Strong Democrat,Hillary Clinton,32097,Florida,Bachelor's degree,No,White,Yes,14
144588358,1.23751454023264,I am sure I voted,Probably the rightful winner,Donald Trump,1946,74,65 - 74,Female,Married,Retired,"$80,000 - $99,999",Republican,Not very strong Republican,Donald Trump,78233,Texas,High school diploma or the equivalent (GED),No,White,Yes,14
7565455,1.51294630441404,I am sure I voted,Probably not the rightful winner,Donald Trump,1975,45,45 - 54,Male,Married,Full-time,"$150,000 - $199,999",Independent,Lean Republican,Donald Trump,94102,California,Bachelor's degree,No,Asian/Pacific Islander,Yes,14
192836491,1.67314837294412,I did not vote in the election this November,Probably the rightful winner,NA,1946,74,65 - 74,Male,Married,Retired,"$40,000 - $49,999",Independent,Independent,Did not vote for President,77073,Texas,Bachelor's degree,No,Asian/Pacific Islander,No,14
210988429,0.672510255892035,I am sure I voted,Definitely the rightful winner,Joe Biden,1961,59,55 - 64,Female,Married,Permanently disabled,"$60,000 - $69,999",Democrat,Strong Democrat,Did not vote for President,93291,California,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,Yes,14
34003546,0.608616490576353,I am sure I voted,Definitely not the rightful winner,Donald Trump,1957,63,55 - 64,Female,Never married,Permanently disabled,Prefer not to say,Independent,Lean Republican,Did not vote for President,87108,New Mexico,Some college,Yes,Hispanic/Latino/Chicano/a,Yes,14
427971538,0.162545968169104,I am sure I voted,Definitely the rightful winner,Someone else,1996,24,18 - 24,Male,Never married,Part-time,"$60,000 - $69,999",Independent,Independent,Gary Johnson,78724,Texas,Associate's degree,Yes,Hispanic/Latino/Chicano/a,Yes,14
410233702,1.59639013613051,I am sure I voted,Probably the rightful winner,Joe Biden,1985,35,35 - 44,Male,Never married,Full-time,"$10,000 - $19,999",Democrat,Strong Democrat,Hillary Clinton,33023,Florida,High school diploma or the equivalent (GED),No,Black or African American,Yes,14
52382746,0.844833726901363,I did not vote in the election this November,Definitely not the rightful winner,NA,1945,75,75 - 84,Male,Married,Retired,"$70,000 - $79,999",Independent,Lean Republican,Donald Trump,84745,Utah,Some college,No,Other,Yes,14
33103354,1.62679468767572,I am sure I voted,Probably not the rightful winner,Donald Trump,1978,42,35 - 44,Male,Married,Full-time,"$120,000 - $149,999",Republican,Not very strong Republican,Donald Trump,19963,Delaware,Bachelor's degree,No,White,Yes,14
400248922,1.17328061637993,I am sure I voted,Probably not the rightful winner,Donald Trump,1960,60,55 - 64,Male,Domestic / civil partnership,Full-time,"$50,000 - $59,999",Republican,Strong Republican,Donald Trump,37814,Tennessee,High school diploma or the equivalent (GED),No,White,Yes,14
431772154,0.922843899169195,I am sure I voted,Definitely the rightful winner,Joe Biden,1991,29,25 - 34,Female,Never married,Full-time,"$80,000 - $99,999",Democrat,Strong Democrat,Hillary Clinton,6492,Connecticut,Bachelor's degree,No,White,Yes,14
67261732,0.888161441532997,I am sure I voted,Definitely the rightful winner,Joe Biden,1942,78,75 - 84,Female,Widowed,Temporarily laid off,Prefer not to say,Democrat,Strong Democrat,Hillary Clinton,84010,Utah,Bachelor's degree,No,White,Yes,14
129187483,0.841134927657281,I did not vote in the election this November,Definitely the rightful winner,NA,1992,28,25 - 34,Male,Never married,Full-time,"$80,000 - $99,999",Independent,Lean Democrat,Did not vote for President,76039,Texas,Bachelor's degree,No,White,Yes,14
403332778,0.784842457092384,I did not vote in the election this November,Definitely the rightful winner,NA,1984,36,35 - 44,Male,Never married,Full-time,"$70,000 - $79,999",Democrat,Not very strong Democrat,Donald Trump,54220,Wisconsin,High school diploma or the equivalent (GED),No,White,Yes,14
199223743,0.861796190810022,I did not vote in the election this November,Definitely the rightful winner,NA,1961,59,55 - 64,Male,Married,Full-time,"$50,000 - $59,999",Democrat,Strong Democrat,Hillary Clinton,45850,Ohio,High school diploma or the equivalent (GED),No,White,Yes,14
345911854,0.810117071156618,I did not vote in the election this November,Probably the rightful winner,NA,1992,28,25 - 34,Female,Never married,Full-time,"$30,000 - $39,999",Not sure,Not sure,Did not vote for President,35640,Alabama,Associate's degree,No,White,No,14
130087969,1.15591571045879,I am sure I voted,Probably the rightful winner,Donald Trump,1937,83,75 - 84,Male,Married,Retired,"$60,000 - $69,999",Independent,Independent,Donald Trump,20872,Maryland,High school diploma or the equivalent (GED),No,White,Yes,14
221412544,0.793746723057456,I am sure I voted,Definitely the rightful winner,Joe Biden,1991,29,25 - 34,Female,Never married,Part-time,"$10,000 - $19,999",Democrat,Strong Democrat,Did not vote for President,96793,Hawaii,Bachelor's degree,No,White,Yes,14
7497055,1.23751454023264,I am sure I voted,Probably not the rightful winner,Donald Trump,1951,69,65 - 74,Female,Divorced,Retired,Prefer not to say,Republican,Strong Republican,Donald Trump,40014,Kentucky,High school diploma or the equivalent (GED),No,White,Yes,14
181267786,0.861227680635506,"I thought about voting this time, but didn't",Definitely the rightful winner,NA,1998,22,18 - 24,Male,Never married,Student,"$30,000 - $39,999",Democrat,Strong Democrat,Did not vote for President,61540,Illinois,Some college,No,White,Yes,14
420257368,0.756787334516228,I did not vote in the election this November,Definitely not the rightful winner,NA,1977,43,35 - 44,Male,Divorced,Full-time,"$50,000 - $59,999",Republican,Strong Republican,Did not vote for President,67211,Kansas,Some college,No,White,Yes,14
201029497,1.0033828811549,I did not vote in the election this November,Definitely not the rightful winner,NA,1968,52,45 - 54,Male,Married,Temporarily laid off,"$30,000 - $39,999",Independent,Lean Republican,Did not vote for President,49802,Michigan,Associate's degree,No,White,No,14
213965143,0.709940281588554,I am sure I voted,Definitely the rightful winner,Joe Biden,1999,21,18 - 24,Female,Never married,Student,"$150,000 - $199,999",Democrat,Strong Democrat,Did not vote for President,27516,North Carolina,Some college,No,White,Yes,14
223489069,0.587193230124766,I am sure I voted,Definitely the rightful winner,Joe Biden,1999,21,18 - 24,Male,Never married,Unemployed,"Less than $10,000",Democrat,Strong Democrat,Did not vote for President,97219,Oregon,Some college,No,Multi-racial,Yes,14
222611239,1.42601547673885,I am sure I voted,Definitely not the rightful winner,Donald Trump,1997,23,18 - 24,Male,Never married,Part-time,Prefer not to say,Not sure,Lean Democrat,Did not vote for President,78758,Texas,Professional or doctorate degree,No,Other,Don't know,14
185153197,0.88432109867291,I am sure I voted,Definitely the rightful winner,Joe Biden,1988,32,25 - 34,Female,Married,Full-time,"$10,000 - $19,999",Democrat,Strong Democrat,Hillary Clinton,98037,Washington,Some college,No,Asian/Pacific Islander,Yes,14
140424286,1.4597919547655,I am sure I voted,Definitely the rightful winner,Joe Biden,1951,69,65 - 74,Female,Widowed,Homemaker,"$30,000 - $39,999",Democrat,Strong Democrat,Did not vote for President,79364,Texas,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,Yes,14
174088195,0.690903904018421,I am sure I voted,Definitely the rightful winner,Joe Biden,1943,77,75 - 84,Male,Married,Retired,"$30,000 - $39,999",Democrat,Strong Democrat,Did not vote for President,18250,Pennsylvania,High school diploma or the equivalent (GED),No,White,Yes,14
145158622,1.08222344673827,I am sure I voted,Definitely the rightful winner,Joe Biden,1990,30,25 - 34,Female,Never married,Student,"$40,000 - $49,999",Democrat,Strong Democrat,Did not vote for President,39355,Mississippi,Associate's degree,No,Black or African American,Yes,14
34183957,1.01009811467894,I am sure I voted,Probably not the rightful winner,Donald Trump,1940,80,75 - 84,Male,Married,Retired,"$150,000 - $199,999",Republican,Strong Republican,Donald Trump,92061,California,Bachelor's degree,No,White,Yes,14
177468703,1.39327950563655,I am sure I voted,Probably the rightful winner,Donald Trump,1975,45,45 - 54,Female,Divorced,Full-time,"$80,000 - $99,999",Independent,Independent,Hillary Clinton,13104,New York,Bachelor's degree,No,White,Yes,14
201553225,1.3316040797953,I am sure I voted,Definitely not the rightful winner,Donald Trump,1962,58,55 - 64,Female,Married,Unemployed,"$250,000 - $349,999",Republican,Strong Republican,Donald Trump,75022,Texas,Master's degree,No,White,Yes,14
122933176,1.09923753328186,I am sure I voted,Definitely not the rightful winner,Donald Trump,1936,84,75 - 84,Female,Widowed,Retired,"$20,000 - $29,999",Republican,Not very strong Republican,Donald Trump,82930,Wyoming,High school diploma or the equivalent (GED),No,White,Yes,14
122817658,0.77348636833695,I am sure I voted,Definitely the rightful winner,Joe Biden,1952,68,65 - 74,Female,Married,Full-time,"$100,000 - $119,999",Independent,Independent,Did not vote for President,15067,Pennsylvania,Master's degree,No,White,Yes,14
138678361,0.906192160393119,I did not vote in the election this November,Definitely not the rightful winner,NA,1960,60,55 - 64,Female,Never married,Unemployed,"$10,000 - $19,999",Republican,Not very strong Republican,Did not vote for President,68105,Nebraska,Bachelor's degree,No,White,No,14
405264724,0.657598398637343,I am sure I voted,Definitely the rightful winner,Joe Biden,2002,18,18 - 24,Female,Never married,Student,Prefer not to say,Other,Lean Democrat,Did not vote for President,13502,New York,Some college,No,White,Yes,14
408179206,0.756787334516228,I did not vote in the election this November,Definitely the rightful winner,NA,1982,38,35 - 44,Male,Never married,Full-time,"$40,000 - $49,999",Independent,Lean Democrat,Did not vote for President,44281,Ohio,Some college,No,White,No,14
132076000,0.20133696941198,I am sure I voted,Probably not the rightful winner,Someone else,1971,49,45 - 54,Male,Never married,Permanently disabled,"$60,000 - $69,999",Independent,Independent,Gary Johnson,11201,New York,Master's degree,Yes,Multi-racial,Yes,14
57787132,0.282946565668829,I am sure I voted,Definitely the rightful winner,Joe Biden,1954,66,65 - 74,Male,Married,Other,"$70,000 - $79,999",Independent,Independent,Other,94706,California,Some college,No,White,Yes,14
206346370,0.961780694935152,I am sure I voted,Definitely not the rightful winner,Donald Trump,1949,71,65 - 74,Female,Married,Retired,"$80,000 - $99,999",Republican,Strong Republican,Donald Trump,83709,Idaho,Associate's degree,No,White,Yes,14
144749260,0.874842046428143,I am sure I voted,Definitely the rightful winner,Joe Biden,1964,56,55 - 64,Female,Divorced,Permanently disabled,"$10,000 - $19,999",Democrat,Strong Democrat,Hillary Clinton,36572,Alabama,Associate's degree,No,White,Yes,14
160271632,1.13834541911619,I am sure I voted,Definitely not the rightful winner,Donald Trump,1939,81,75 - 84,Female,Married,Retired,Prefer not to say,Democrat,Not very strong Democrat,Donald Trump,16025,Pennsylvania,High school diploma or the equivalent (GED),No,White,Yes,14
415756300,1.13049989403889,I am sure I voted,Definitely the rightful winner,Joe Biden,1984,36,35 - 44,Male,Never married,Full-time,"$20,000 - $29,999",Independent,Lean Democrat,Hillary Clinton,43015,Ohio,Bachelor's degree,No,White,Yes,14
166976575,0.433358456927316,I am sure I voted,Probably the rightful winner,Someone else,1989,31,25 - 34,Female,Never married,Unemployed,"Less than $10,000",Not sure,Not sure,Did not vote for President,18505,Pennsylvania,Some college,No,Hispanic/Latino/Chicano/a,No,14
210698455,1.30819263543537,I am sure I voted,Probably the rightful winner,Donald Trump,1956,64,55 - 64,Female,Divorced,Part-time,"$70,000 - $79,999",Republican,Strong Republican,Donald Trump,89408,Nevada,Some college,No,White,Yes,14
157710595,0.147430242844827,I am sure I voted,Probably the rightful winner,Someone else,1970,50,45 - 54,Male,Married,Full-time,"$100,000 - $119,999",Independent,Independent,Jill Stein,94705,California,Master's degree,No,White,Yes,14
191682034,1.08111454972932,I am sure I voted,Definitely the rightful winner,Joe Biden,1964,56,55 - 64,Female,Never married,Permanently disabled,"Less than $10,000",Democrat,Strong Democrat,Did not vote for President,29229,South Carolina,Some college,Yes,Hispanic/Latino/Chicano/a,Yes,14
327549670,1.31363986633727,I am sure I voted,Probably not the rightful winner,Donald Trump,1958,62,55 - 64,Male,Widowed,Retired,"$50,000 - $59,999",Republican,Strong Republican,Donald Trump,85359,Arizona,Associate's degree,No,White,Yes,14
193660522,1.45866590862817,I am sure I voted,Probably not the rightful winner,Donald Trump,1985,35,35 - 44,Male,Married,Full-time,"Less than $10,000",Republican,Not very strong Republican,Donald Trump,91201,California,Associate's degree,Yes,Hispanic/Latino/Chicano/a,Yes,14
203110408,0.754730697415489,I am sure I voted,Definitely the rightful winner,Joe Biden,1993,27,25 - 34,Male,Never married,Permanently disabled,"Less than $10,000",Democrat,Strong Democrat,Did not vote for President,30101,Georgia,Some college,No,White,Yes,14
48384535,1.31823906475497,I am sure I voted,Definitely not the rightful winner,Donald Trump,1966,54,45 - 54,Male,Married,Part-time,Prefer not to say,Republican,Strong Republican,Donald Trump,28630,North Carolina,Some college,No,White,Yes,14
36465253,1.11543694078943,I am sure I voted,Probably the rightful winner,Donald Trump,1980,40,35 - 44,Female,Divorced,Full-time,"$30,000 - $39,999",Independent,Independent,Did not vote for President,48661,Michigan,High school diploma or the equivalent (GED),No,White,Yes,14
203131630,1.08904161179532,I am sure I voted,Definitely the rightful winner,Joe Biden,1948,72,65 - 74,Male,Married,Retired,Prefer not to say,Independent,Lean Democrat,Hillary Clinton,76643,Texas,Associate's degree,No,Black or African American,Yes,14
184305109,0.649579490972879,I am sure I voted,Definitely the rightful winner,Joe Biden,1960,60,55 - 64,Male,Married,Retired,"$30,000 - $39,999",Democrat,Strong Democrat,Did not vote for President,15410,Pennsylvania,High school diploma or the equivalent (GED),No,White,Yes,14
449571976,1.50680583059354,I did not vote in the election this November,Definitely the rightful winner,NA,2001,19,18 - 24,Male,Never married,Student,"$30,000 - $39,999",Democrat,Not very strong Democrat,Did not vote for President,33142,Florida,High school diploma or the equivalent (GED),No,Black or African American,Yes,14
355197514,0.84165269308847,I did not vote in the election this November,Definitely the rightful winner,NA,1992,28,25 - 34,Female,Married,Permanently disabled,Prefer not to say,Not sure,Not sure,Did not vote for President,32905,Florida,Bachelor's degree,No,Hispanic/Latino/Chicano/a,No,14
170647702,1.24353583677219,I am sure I voted,Definitely the rightful winner,Joe Biden,1975,45,45 - 54,Female,Divorced,Unemployed,"Less than $10,000",Democrat,Strong Democrat,Did not vote for President,20109,Virginia,High school diploma or the equivalent (GED),No,Hispanic/Latino/Chicano/a,Yes,14
197831929,0.737677440685021,I did not vote in the election this November,Probably the rightful winner,NA,2000,20,18 - 24,Male,Never married,Student,Prefer not to say,Independent,Independent,Did not vote for President,91325,California,Some college,No,White,Yes,14
191873545,3.10555593805252,I am sure I voted,Definitely the rightful winner,Joe Biden,1977,43,35 - 44,Male,Never married,Permanently disabled,"$20,000 - $29,999",Democrat,Strong Democrat,Did not vote for President,11217,New York,Did not graduate from high school,Yes,Hispanic/Latino/Chicano/a,Yes,14
171747985,1.14527798746649,I am sure I voted,Definitely not the rightful winner,Donald Trump,1973,47,45 - 54,Male,Divorced,Full-time,"$40,000 - $49,999",Independent,Independent,Donald Trump,80003,Colorado,Professional or doctorate degree,No,White,Yes,14
166541659,1.08904161179532,I am sure I voted,Definitely the rightful winner,Joe Biden,1954,66,65 - 74,Male,Married,Retired,"$30,000 - $39,999",Democrat,Strong Democrat,Hillary Clinton,48342,Michigan,Some college,No,Black or African American,Yes,14
163960999,1.08020311181702,I am sure I voted,Definitely the rightful winner,Joe Biden,1969,51,45 - 54,Male,Never married,Full-time,"$40,000 - $49,999",Democrat,Strong Democrat,Did not vote for President,38125,Tennessee,Some college,No,Black or African American,Yes,14
67891684,1.10878568471968,I am sure I voted,Definitely not the rightful winner,Donald Trump,1946,74,65 - 74,Male,Married,Retired,"$80,000 - $99,999",Republican,Strong Republican,Donald Trump,21040,Maryland,High school diploma or the equivalent (GED),No,White,Yes,14
191628514,0.783547615265458,I am sure I voted,Definitely the rightful winner,Joe Biden,1991,29,25 - 34,Male,Married,Full-time,"$70,000 - $79,999",Democrat,Strong Democrat,Hillary Clinton,97008,Oregon,Some college,Yes,White,Yes,14
162308776,0.672510255892035,I am sure I voted,Definitely the rightful winner,Joe Biden,1967,53,45 - 54,Female,Separated,Full-time,"$80,000 - $99,999",Democrat,Not very strong Democrat,Did not vote for President,99224,Washington,High school diploma or the equivalent (GED),No,Asian/Pacific Islander,Yes,14
224153854,1.32862633054956,I am sure I voted,Definitely not the rightful winner,Donald Trump,1958,62,55 - 64,Female,Divorced,Unemployed,"$20,000 - $29,999",Republican,Strong Republican,Donald Trump,10512,New York,Bachelor's degree,No,White,Yes,14
183247624,0.857871819122032,I am sure I voted,Definitely the rightful winner,Joe Biden,1962,58,55 - 64,Female,Divorced,Permanently disabled,"$20,000 - $29,999",Democrat,Strong Democrat,Hillary Clinton,95821,California,Some college,No,Black or African American,Yes,14
155252098,1.25048854985202,I am sure I voted,Definitely not the rightful winner,Donald Trump,1958,62,55 - 64,Female,Married,Retired,"$60,000 - $69,999",Republican,Not very strong Republican,Donald Trump,6118,Connecticut,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,Yes,14
67824964,0.688935790665644,I am sure I voted,Definitely the rightful winner,Joe Biden,1954,66,65 - 74,Male,Never married,Retired,"$20,000 - $29,999",Democrat,Strong Democrat,Hillary Clinton,7050,New Jersey,High school diploma or the equivalent (GED),No,Black or African American,Yes,14
